page_id,title,gender,date_of_birth
8280,Frank Mbalire,Unknown,
8282,Mukotani Rugyendo,Unknown,
8283,Ruyonga,Unknown,
8284,Sandra Suubi,Female,
8285,The mith,Unknown,
8286,Kabaka Yekka,Unknown,
8287,91.3 Capital FM,Unknown,
8288,Ali Kimera,Unknown,Ogwokuna 7 1991
8289,Abu Mayanja,Male,Ogwomunaana 1929
8290,Kataleya ne Kandle,Female,Ogwokubiri 22 1998
8292,Swangz Avenue,Unknown,
8293,Desire Luzinda,Male,Ogw'omunaana 15 1980
8294,Grace Ibingira,Unknown,Meeyi 23 1932
8295,Mariam Ndagire,Female,May 16 1971
8296,Kizza Besigye,Male,
8297,Gilbert Bukenya,Unknown,August 5 1949
8298,Lillian Mbabazi,Unknown,
8299,Judith Babirye,Male,
8300,Grace Buzu,Unknown,
8302,Stella Chesang,Unknown,
8304,Sylver Kyagulanyi,Unknown,
8305,Radio Muhabura,Unknown,
8306,Radio Simba,Male,
8309,Ken Lukyamuzi,Unknown,
8310,Ekisaawe kya Nakivubo,Unknown,
8311,Joanita Kawalya,Unknown,
8312,Paulo Kafeero,Female,
8313,Forum for Democratic Change (FDC),Unknown,
8315,National Unity Platform,Male,
8316,Ekitongole kya National Social Security Fund (Uganda),Unknown,
8317,Jowaash Mayanja Nkangi,Male,ogw'omunaana 22 1932
8319,Paul Hasule,Unknown,mu 1959
8320,Express FC,Unknown,
8321,St. Mary's Stadium-Kitende,Unknown,
8322,Ekisaawe kya Mutesa II,Male,
8323,Ekisaawe ky'eggwanga ekya Mandela,Unknown,
8325,Moses Golola,Unknown,Ogw'okutaano 22 1980
8326,Charles Peter Mayiga,Male,mu 1962
8328,Kiraabu ya Vipers SC,Male,
8329,Ekisaawe kya Lugogo Stadium,Unknown,
8330,Wilson Bugembe,Male,
8331,Lutikko ya Rubaga,Unknown,
8332,Kilaabu ya Victors FC,Unknown,
8333,Kilaabu ya SC Victoria University,Unknown,
8334,Uganda Revenue Authority SC,Unknown,
8335,Ruhakana Ruganda,Male,
8336,Philly Bongole Lutaaya,Unknown,
8337,Apolo Nsibambi,Female,Ogwekkumi 25 1940
8338,Sophie Gombya,Male,
8339,Tooro United FC,Female,
8340,Abraham Waligo,Unknown,Ogwomusanvu 28 1928
8341,Kampala Capital City Authority FC,Female,
8342,Egbert Udo Udoma,Female,
8343,Otema Allimadi,Unknown,
8344,Paul Ssemogerere,Unknown,Ogwomukaaga 30 1956
8346,Sandra Nankoma,Female,
8347,Shafik Batambuze,Male,
8348,Kilaabu ya SC Villa,Unknown,
8349,Giosue Bellagambi,Unknown,ogwekkuminogumu 8 2001
8350,Flavia Tumusiime,Female,mu 1989
8351,Rolling Stone (Uganda),Female,
8352,Mugisha Muntu,Unknown,mu 1993
8353,Federation of Uganda Football Associations,Unknown,
8354,Pallaso,Male,
8355,Kintu Musoke,Unknown,August 5 1938
8356,AK 47 Mayanja,Male,
8357,John Mikloth Magoola Luwuliza-Kirunda,Female,Ogwomunaana 5 1940
8358,GNL Zamba,Female,ogusooka 29 1986
8360,Nnakyemalira,Male,
8361,Omuzira Omusiru,Female,
8364,Benedicto Kiwanuka,Unknown,Ogwokutaano 8 1922
8365,Uganda People's Congress,Unknown,
8366,Lutikko ya Namirembe,Male,
8368,John Ssebaana Kizito,Unknown,
8369,Paul Ssemogerere (munnabyabufuzi),Unknown,Ogw'okubiri 11 1932
8370,Eddwaliro lya Mengo Hospital,Unknown,
8371,Norbert Mao,Unknown,Ogwokusatu 12 1967
8372,Dorcus Inzikuru,Unknown,
8373,Wilberforce Nadiope,Unknown,
8374,Samuel Wako Wambuzi,Female,
8375,Jose Chameleone,Male,
8376,Sheebah Karungi,Female,November 11 1989
8377,Steven Kavuma,Unknown,
8378,Bart Magunda Katureebe,Unknown,Ogwomukaaga 20 1950
8379,Allan Toniks,Male,
8380,Alfonse Owiny-Dollo,Unknown,Ogwolubereberye 18 1956
8381,George Cosmas Adyebo,Unknown,Ogwomukaaga 18 1947
8382,Goodlyfe Crew,Male,
8383,Patrick Amuriat,Unknown,
8384,Abayimbiramu kibiina kye bayita 'Goodlyfe',Male,
8385,Mustafa Adrisi,Unknown,
8386,John Babiiha,Unknown,Ogwokuna 17 1913
8387,Eddy Kenzo,Male,
8388,Aloysius Bugingo,Female,
8389,Herman Basudde,Female,
8392,"Ekizimbe kitongole ekivunanyizibwa ku kulwanyisa obuli bw'enguzi, n'enkozesa y'a Offisi z'a Gavumenti mu Uganda",Unknown,
8393,Ekizimbe kya Uganda Inspectorate of Government,Unknown,
8396,Ekibiina kya Democratic Party(Uganda),Unknown,
8397,Ekkomera ly'e Kitalya,Unknown,
8398,Ekkomera ly'e Luzira,Unknown,
8399,Anne Kansiime,Female,mu 1986
8400,Savio Kabugo,Male,
8401,Ettoffaali,Unknown,
8403,Andrew Kayiira,Unknown,
8404,Holy Keane Amooti,Unknown,
8405,Aziz Azion,Unknown,July 27 1986
8406,Iryn Namubiru,Female,Ogwekkuminebiri 13 1981
8407,Sam Bagenda,Unknown,Ogwokusatu 31 1965
8408,Papa Cidy,Unknown,
8409,Uganda Business Facilitation Centre,Unknown,
8411,Emmunyeenye,Unknown,
8412,Peace Proscovia,Female,
8414,Bebe Cool,Female,Ogwomwenda 1 1977
8415,Stecia Mayanja,Male,
8416,Sister Charity,Female,
8417,Ragga Dee,Unknown,mu 1968
8418,DJ Mavious,Unknown,Ogwomukaaga 6 1991
8419,Canary Mugume,Male,
8420,Mac Elvis,Unknown,Ogwekkuminebiri 1 1987
8421,Chris Evans Kaweesi,Female,mu 1987
8422,"Fort Lugard, Kampala",Unknown,
8423,Exodus (omuyimbi),Male,
8424,Omuzikiti gwa Uganda National Mosque,Unknown,
8425,Lubaga Hospital,Unknown,
8426,Ekkomera ly'e Makindye,Unknown,
8427,Lumala Abdu,Female,
8428,Brian Aheebwa,Unknown,
8429,Bright Anukani,Unknown,
8430,Khalid Aucho,Male,
8431,Flex D'Paper,Female,Ogusooka 19 1990
8432,Wilberforce Kityo Luwalira,Unknown,Ogwekkuminebiri 8 1958
8433,Dunstan Nsubuga,Unknown,
8434,Fresh Kid,Unknown,
8435,Timothy Awany,Male,
8436,Micheal Azira,Unknown,
8437,Gabriel K,Female,
8438,Sam Gombya,Unknown,
8439,Hamis Kiiza,Unknown,
8440,Oliver Acii,Unknown,Ogw'okutaano 24 1970
8441,Mercyline Chelangat,Unknown,Ogwekkuminebiri 17 1997
8442,Beenie Gunter,Male,
8443,Essaza Ekkulu erya Kampala (Eklezia Katolika),Unknown,
8444,Isaiah Katumwa,Male,
8445,Maurice Kirya,Unknown,
8446,Majid Musisi,Male,
8447,David Lutalo,Unknown,Ogwokusatu 8 1986
8448,Farouk Miya,Unknown,
8449,Omunazalesi mariam,Female,
8450,Moses Matovu,Unknown,Ogwomukaaga 19 1949
8451,Peter Miles (omuyimbi),Male,Ogwomwenda 29 1980
8452,Benon Mugumbya,Unknown,mu 1981
8453,Martin Kayongo-Mutumba,Unknown,
8455,Benjamin Josses Odoki,Unknown,Ogw'okusatu 23 1943
8456,Diana Nabatanzi,Female,
8457,Ismail Watenga,Unknown,15 1995
8458,Herman Wasswa,Unknown,Ogwekkuminebiri 14 1993
8460,Asiimwe Deborah GKashugi,Female,
8461,Hellen Lukoma,Unknown,
8462,John Ruganda,Female,
8463,Patrick Mangeni,Female,
8464,Emyezi mu Mwaka,Male,
8465,Austin Bukenya,Female,mu 1944
8466,Assumpta Oturu,Unknown,mu 1953
8467,Suzan Kerunen,Unknown,mu 1979
8469,Ekibinja kya Bataka,Unknown,
8470,Madoxx Sematimba Sematimba,Unknown,1972
8471,Grace Nakimera,Unknown,
8472,Lydia Jazmine,Female,
8473,Godfrey Walusimbi,Unknown,Ogwomusanvu 3 1989
8474,User:Ibraheem Ahmad Ntakambi,Unknown,
8475,Denis Obua (omukubi w'omupiira),Unknown,
8476,Ekkanisa ya Uganda mu Buganda,Unknown,
8477,Badru Kateregga,Female,Ntenvu 4 1948
8478,Omupiira mu Uganda,Unknown,
8479,Ray G,Female,
8480,Harriet Ntabazi,Female,Nenvu 11 1974
8481,Jean Sseninde,Female,Ntenvu 4 1992
8482,Kipoi Tonny Nsubuga,Male,Ogwomukaaga 26 1978
8483,Julius Ssekitoleko,Male,
8484,Sam Ssimbwa,Unknown,mu 1967
8485,Robert Ssejjemba,Unknown,Ogwekkuminebiri 5 1980
8486,David Otti,Unknown,
8487,Halimah Nakaayi,Male,
8488,Samalie Matovu,Unknown,
8490,Moses Nsereko,Unknown,
8491,Patrick Kaddu,Unknown,Ogwekkumi 9 1995
8492,Irene Ajambo,Female,Ogwomusanvu 27 1987
8493,Godfrey Baligeya,Male,gwomusanvu 28 1987
8494,Caesar Okhuti,Unknown,Ogwekkumi 7 1990
8495,James Onen,Female,Ogwomukaaga 19 1975
8496,Yunus Sentamu,Unknown,Ogwomunaana 13 1994
8497,Richard Kasagga,Unknown,Okwomusanvu 4 1993
8498,Joshua Wanume Kibedi,Female,
8499,Leila Kalanzi Kachapizo,Female,Ogwekkumineebiri 5 1979
8500,Asuman Basalirwa,Unknown,Ogwekkuminogumu 17 1977
8501,Nicholas Wadada,Unknown,
8502,Joseph Ochaya,Unknown,Ogwekkumineebiri 14 1993
8503,Joy Atim,Female,
8504,Isaac Muleme,Unknown,Ogwekkumi 10 1992
8505,Peter Odeke,Female,Ogwekkuminogumu 21 1970
8506,Alex Onzima,Unknown,
8507,Aisha Kyomuhangi,Female,
8508,Ibrahim Sekagya,Unknown,
8509,Geofrey Massa,Unknown,Ogwokubiri 19 1986
8510,Frank Kalanda,Unknown,
8511,Rahmah Pinky,Unknown,
8512,Nabilah Naggayi Sempala,Female,
8513,Eugene Sseppuya,Male,Ogwokuna 1 1983
8514,Bevis Mugabi,Unknown,Ogwokutaano 1 1995
8515,Natasha Sinayobye,Female,
8516,Cecilia Ogwal,Female,
8517,Murushid Juuko,Unknown,
8518,Denis Onyango,Unknown,Ogwokutaano 15 1985
8519,Robert Kakeeto,Unknown,Ogwokutaano 19 1995
8520,Afrigo Band,Unknown,
8521,Vincent Kayizzi,Unknown,Ogwokusatu 6 1984
8522,Brian Majwega,Unknown,
8523,Tony Mawejje,Unknown,Ogwekkumineebiri 15 1986
8524,Hamza Muwonge,Unknown,Ogwekkuminoogumu 6 1982
8525,Doreen Mirembe,Female,Ogwekkumi 4 1987
8526,Aggrey Awori,Female,Ogwokubiri 23 1939
8527,Emmanuel Okwi,Unknown,
8528,Miria Matembe,Female,Ogwomunaana 28 1953
8529,Justine Bayigga,Unknown,Ogw'oluberyeberye 15 1979
8530,Fahad Bayo,Unknown,
8531,Stephen Bengo,Unknown,
8532,James Nsaba Buturo,Unknown,
8533,Ivan Bukenya,Unknown,Ogwekkuminoogumu 1 1991
8534,Dan Wagaluka,Unknown,Ogwekkumineebiri 25 1986
8535,Moses Waiswa,Unknown,Ogwokuna 20 1997
8536,Rose Mbowa,Female,Ogusooka 18 1943
8537,Innocent Wafula,Unknown,Ogwokuna 1 1998
8538,Jemimah Sanyu,Female,
8539,Brian Umony,Unknown,Ogwekkumineebiri 12 1988
8540,Geoffrey Sserunkuma,Unknown,
8541,Muhammad Shaban,Unknown,Ogwolubereberye 11 1998
8542,Postnet Omony,Unknown,Ogwekkumineebiri 7 1982
8543,Moses Oloya,Unknown,
8544,Teacher Mpamire,Unknown,Ogwomwenda 27 1983
8545,Richard Sseruwagi,Male,Ogwomunaana 8 1954
8546,Patrick Ssenjovu,Unknown,
8550,Ekituli ky'Ekizikiza,Unknown,
8551,Mwami Lengs,Male,
8556,Ssematalo,Unknown,
8558,Cherif Mohamed Aly Aidara,Male,mu 1959
8559,Cherif Al-Hassane Aidara,Unknown,mu 1917
8599,Luka Deborah,Female,mu 2003
9034,Olutalo lwa Uganda ne Tanzania,Unknown,
9047,Eggye lya Uganda People's Defense Force,Unknown,
9073,Ebyenjigiriza mu Uganda,Unknown,
9104,Uganda (1962–1963),Unknown,
9108,Obukuumi bwa Uganda,Unknown,
9232,"Adair County, Kentucky",Female,
9597,Sarah Kiyingi Musoke,Female,
9598,Justine Ayebazibwe,Female,ogw'omusanvu 23 1972
9600,Acen Rhoda,Female,
9601,Adrian Tibaleka,Unknown,
9602,Faith Kunihira,Female,
9603,Beatrice Akello Akori,Female,
9604,Ajilo Elogu Maria Goretti,Female,Ogwomukaaga 26 1963
9605,Agnes Akiror,Female,Ogwomusanvu 28 1968
9607,Betty Kizza,Unknown,Ogwomwedda 23 1996
9608,Agnes Ameede,Female,Ogwomukaaga 12 1970
9609,Anita Beryl,Female,Ogusooka 11 1986
9610,Ssettendekero wa Gulu,Unknown,
9611,Agnes Kunihira,Unknown,Ogwomusanvu 14 1966
9612,Barbara Birungi,Female,
9614,Florence Namayanja,Female,
9615,Caroline Kamusiime,Female,November 23 1982
9616,Catheline Ndamira,Female,Ogwomunaana 13 1977
9617,Caroline Amali Okao,Female,
9618,Catherine Apalat,Female,Ogwomunaana 28 1981
9619,Agnes Nalwanga,Unknown,
9620,Catherine Kyobutungi,Unknown,1972
9621,Catherine Lamwaka,Female,Ogwekkuminebiri 25 1983
9622,Agnes Namyalo,Unknown,1975
9623,Barbie Kyagulanyi,Female,Ogwomwenda 7 1984
9624,Mary Babirye Kabanda,Female,Ogw'ekuminagumu 23 1971
9625,Catherine Namono,Female,
9626,Catherine Samali Kavuma,Unknown,1960
9627,Cathy Patra,Male,
9629,Charity Bainababo,Female,mu 1975
9630,Charity Basaza Mulenga,Unknown,
9631,Alum Sandra Ogwang Santa,Female,Ogwekkuminebiri 2 1972
9632,China Keitetsi,Unknown,mu 1976
9633,Akite Agnes,Female,Ogwokusatu 19 1983
9634,Alice Muloki,Female,
9635,Amina Nababi (Musambi wa Mupiira),Unknown,mu 1998
9636,Asinansi Nyakato,Female,
9637,Christine Alalo,Female,mu 1970
9638,Alengot Oromait,Unknown,mu 1993
9639,Christine Amongin Aporu,Female,
9640,Asinisi Fina Opio,Unknown,
9641,Auma Juliana Omwetoowaze,Unknown,ogwekkumi 14 1964
9642,Akello Judith Franca,Female,Ogwomunaana 17 1978
9643,Assumpta Nnaggenda-Musana,Female,
9644,Julia Sebutinde,Female,
9645,Christine Apolot,Female,
9646,Concy Aciro,Female,
9647,Alice Auma,Male,
9648,Annet Nyakecho,Female,Ogwomunaana 27 1982
9649,Ayeta Anne Wangusa,Unknown,
9650,Credonia Mwerinde,Unknown,mu 1952
9651,Barbara Mulwana,Female,
9652,Benna Namugwanya,Female,Ogwomwenda 21 1967
9653,Crystal Newman,Unknown,
9654,Alleluya Rosette Ikote,Female,
9655,Sanyu Robinah Mweruka,Male,mu 1987
9656,Daisy Ejang,Unknown,
9657,Daisy Nakaziro,Unknown,Ogwomwenda 22 1997
9658,Judith Alyek,Female,Ogw'ekkumi 8 1971
9659,Dorothy Kisaka,Unknown,
9660,Safia Juuko Nalule,Female,
9661,Saidati Kemigisha,Unknown,
9662,Sarah Chelangat,Female,Ogwomukaaga 5 2001
9663,Saala Khenyo,Unknown,
9664,Sarah Kataike,Unknown,
9665,Sarah Kiguli,Unknown,
9666,Sarah Kisawuzi,Female,
9667,Sarah Kyolaba,Female,
9668,Sarah Mateke Nyirabashitsi,Female,Ogw'omusanvu 15 1974
9670,Davinia Esther Anyakun,Female,Ogwokuna 19 1976
9671,Sarah Nyendwoha Ntiro,Female,
9672,Diana Angwech,Female,
9673,Sarah Walusimbi,Unknown,
9675,Donna Kusemererwa,Unknown,
9676,Sera (omuyimbi),Male,mu 1990
9677,Sezi Mbaguta,Female,Ogwokubiri 19 1946
9678,Shadia Nankya,Unknown,November 25 2001
9679,Shamim Bangi,Unknown,Ogwomusanvu 6 1993
9680,Doreen Amule,Female,
9681,Doreen Baingana,Male,1966
9682,Anne Juuko (Munnabyanfuna),Female,mu 1981
9683,Doris Akol,Female,
9684,Phiona Mutesi,Female,Ogw'okusatu 28 1996
9685,Sylvia Nagginda,Male,
9686,Egunyu Janepher Nantume,Female,Ogwekkuminebiri 1 1978
9687,Elizabeth Beikiriize Karungi,Female,Ogwekkuminebiri 5 1976
9688,Elizabeth Kabanda,Male,
9689,Stella Nyanzi,Female,
9690,Peruth Chemutai,Female,
9691,Aisha Nakiyemba,Unknown,Ogwokutaano 14 1993
9692,Anne Kabagambe,Female,
9693,Nakisuuyi Omulongoofu,Unknown,Ogusooka 26 1996
9694,Sharon Nadunga,Unknown,mu 2001
9695,Sheebah Zalwango,Unknown,Ogwomunaana 20 2000
9696,Shanita Namuyimbwa,Female,Ogw'okumineebiri 27 1989
9697,Omumbejja Elizabeth ow'e Tooro,Female,Ogwokubiri 9 1936
9698,Sheila Mwine Kabaije,Female,Ogwokubiri 26 1968
9700,Angelina Atyam,Female,1946
9701,Nambayo eno,Female,
9702,Anna Bitature Mugenyi,Unknown,
9703,Anne Mary Kobugabe Tumwine,Female,
9704,Annet Nakawunde Mulindwa,Female,
9706,Annet Negesa,Female,
9707,Annie Logiel,Female,
9708,Apio Moro,Female,
9710,Eunice Musiime,Unknown,
9711,Eseza Afoyochan,Unknown,
9712,Esther Nakajjigo,Male,
9714,Evelyn Kaabule,Unknown,Ogwomusanvu 1 1966
9715,Asia Nakibuuka,Unknown,
9716,Everlyn Chemutai,Female,
9717,Asiimwe Evarlyne Buregyeya,Unknown,
9718,Avice Meya,Unknown,
9719,Okukkiriza Alupo,Female,
9720,Bako Christine Abia,Female,
9721,Faith Mwondha,Unknown,Ogwokusatu 16 1964
9722,Flora Natumanya,Unknown,
9723,Sophia Namutebi,Male,ogwekkuminoogumu 23 1979
9725,Sophie Kyagulanyi,Unknown,
9726,Specioza Kimera Ndagire,Female,
9727,Okuwandiika Baguma Muhenda,Female,Ogwekkumi 30 1978
9728,Stella Atyang,Female,
9729,Stella Namoe Nyomera,Female,Ogwomunaana 26 1973
9730,Stella Nansikombi Makubuya,Unknown,
9731,Bangirana Kawooya Anifa,Female,Ogusooka 21 1957
9732,Barbara Kasekende,Female,
9733,Barbara Kimenye,Female,
9735,Barumba Beatrice Rusaniya,Female,
9736,Geraldine Ssali Busuulwa,Unknown,
9737,Florence Nambozo Wamala,Female,
9738,Florence Alice Lubega,Female,
9739,Clare Byarugaba,Unknown,
9740,Beatrice Atim Anywar,Unknown,
9741,Beatrice Ayuru Byaruhanga,Female,
9742,Hilda Tadria,Unknown,
9743,Beatrice Lamwaka,Female,
9744,Beatrice Rwakimari,Female,
9745,Beatrice Wabudeya,Female,
9746,Jacqueline Mbabazi,Female,Gw'omunaana 18 1954
9748,Elizabeth Nantale Mulondo,Unknown,Gatonnya 31 1989
9749,Ben Mary Muwanga,Male,
9750,Bettinah Tianah,Unknown,
9751,Goretti Kyomuhendo,Unknown,Ogwomunaana 1 1965
9752,Glaydah Namukasa,Unknown,
9753,Betty Lalam,Unknown,
9754,Florence Nsubuga,Female,
9755,Gorreth Namugga,Unknown,
9756,Husnah Kukundakwe,Unknown,Ogw'okusatu 25 2007
9757,Ashoka Omukulu,Unknown,
9758,Laura Kahunde,Unknown,
9759,Beverley Nambozo,Female,
9760,Breeze Sarah Babirye Kityo,Female,
9761,Brenda Nabukenya,Female,
9762,Busingye Peninah Kabingani,Unknown,
9764,Grace Akallo,Female,mu 1981
9765,Etheldreda Nakimuli-Mpungu,Unknown,mu 1974
9766,Grace Aluka,Unknown,Ogwomukaaga 2 2003
9767,Grace Kesande Bataringaya,Female,Ogwomwenda 4 1970
9768,Grace Tubwita,Female,
9770,Catherine Nakalembe,Female,
9771,Catherine Odora Hoppers,Female,
9773,Christine Ntegamahe Mwebesa,Female,
9775,Christine Obbo,Unknown,
9776,Christine Dranzoa,Unknown,mu 1967
9777,Harriet Anena,Male,
9778,Hellen Kahunde,Female,
9779,Grace Kwiyucwiny,Female,
9780,Idah Nabayiga,Female,
9781,Hope Mwesigye,Female,
9782,Hellen Baleke,Female,Ogwokutaano 3 1987
9783,Hilda Twongyeirwe,Female,
9784,Ife Piankhi,Unknown,
9785,Uganda,Male,
9790,Module:Language/data/iana languages,Male,
9868,Template:Infobox country/doc,Unknown,
9870,Spencer Nakacwa,Unknown,mu 1998
10013,Zari Hassan,Female,Ogwomwenda 23 1980
10020,Christine Ondoa,Male,
10021,Zaitun Driwaru,Female,Ogwekkumineebiri 10 1977
10022,Joy Doreen Biira,Unknown,Ogwomwenda 5 1986
10023,Jacinta Athieno Ayo,Female,
10024,Violet Barungi,Female,Ogwekkuminebiri 18 1943
10025,Faridah Nakazibwe,Unknown,
10026,Lulu Hassan,Male,
10027,Sheilah Gashumba,Unknown,
10028,Jacinta Atuto,Female,
10029,Iriama Margaret,Female,Ogwekkuminogumu 3 1965
10030,Irene Manjeri,Female,
10031,Oleru Huda,Female,
10032,Sabrina Kitaka,Unknown,
10033,Josephine Karungi,Unknown,
10034,Imelda Namutebi,Unknown,mu 1970
10035,Daisy Nakalyango,Female,
10083,Sylvia Tamale,Female,
10084,Damalie Nagitta-Musoke,Unknown,
10085,Taban Sharifah Aate,Female,
10086,Teddy Nambooze,Female,
10087,Dora Mwima,Female,
10088,Tete Chelangat,Female,Ogw'omunaana 6 1960
10089,Veronica Isala Eragu Bichetero,Unknown,Ogw'omunaana 3 1953
10091,Doreen Nyanjura,Female,mu 1989
10092,Namirembe Bitamazire,Female,ogw'Omusanvu 17 1941
10093,Maggie Kigozi,Female,
10094,Rosemary Seninde,Female,Ogusooka 7 1965
10095,Mariam Luyombo,Female,
10096,Susan Amero,Female,
10097,Susan Mugabi Nakaziba,Unknown,
10098,Noerine Kaleeba,Female,
10099,Susan Nalugwa Kiguli,Unknown,Ogw'omukaaga 24 1969
10100,Sarah Arapta,Female,
10101,Jolly Kaguhangire,Female,
10102,Irene Mulyagonja,Male,mu 1963
10103,Josephine Okot,Female,
10104,Dorcas Muthoni,Female,
10105,Dorcus Ajok,Female,
10106,Dorothy Azairwe Nshaija Kabaraitsya,Female,
10107,Dorothy Hyuha,Female,
10108,Josephine Wapakabulo,Unknown,mu 1976
10109,Catherine Bamugemereire,Unknown,
10110,Judy Rugasira Kyanda,Female,
10111,Regina Mukiibi,Female,
10112,Monica Azuba Ntege,Unknown,
10113,Syda Bbumba,Female,Ogusooka 7 1952
10114,Sylvia Owori,Female,mu 1976
10115,Nancy Kalembe,Female,mu 1980
10116,Sylvia Namutebi,Unknown,
10117,Betty Awori Engola,Female,
10118,Enid Mirembe,Unknown,
10119,Patricia Akello,Unknown,
10120,Margaret Nankabirwa,Unknown,Ogwomusanvu 6 1987
10121,Jane Kiggundu,Male,
10122,Jane Avur Pacuto,Female,January 6 1966
10123,Jalia Bintu,Female,Ogw'Okutaano 20 1967
10124,Jacqueline Amongin,Unknown,Ogwomukaaga 26 1982
10125,Jacklet Atuhaire,Female,Ogwomukaaga 20 1981
10126,Monica Arac de Nyeko,Female,mu 1979
10127,Edigold Monday,Female,
10128,Joan Kagezi,Male,mu 1993
10129,Jessica Naiga,Female,
10130,Jessica Eriyo,Unknown,
10131,Jenipher Namuyangu,Female,
10132,Hadija Namanda,Female,
10133,Edith Sempala,Female,
10134,Elizabeth Mwesigwa,Female,
10135,Sylvia Rwabogo,Female,
10136,Sarah Kagingo,Female,1978
10137,Elvania Namukwaya Zirimu,Female,
10138,Emily Nakalema,Unknown,
10139,Quiin Abenakyo,Female,Ogwokubiri 11 1996
10140,Lynda Ddane,Female,Ogwekkumi 25 1994
10141,Emily Nanziri,Unknown,
10142,Santa Anzo,Female,
10143,Lilly Ajarova,Unknown,mu 1969
10144,Gladys Kalema-Zikusoka,Unknown,Ogusooka 8 1970
10146,Emma Naluyima,Female,
10147,Vanessa Nakate,Female,Ogwekkumin'ogumu 15 1996
10148,Evelyn Acham,Unknown,
10150,Sarah Ssali,Female,
10151,Esteri Tebandeke,Female,
10152,Marie Solome Nassiwa,Unknown,
10153,Mariam Nalubega,Female,
10154,Mariam Naigaga,Female,Ogwokutaano 22 1979
10155,Margaret Zziwa,Female,
10156,Margaret Sekaggya,Unknown,
10157,Esther Chebet,Unknown,
10158,Esther Opoti Dhugira,Female,
10159,Molly Lanyero,Female,
10160,Miria Obote,Female,Ogusooka 16 1936
10162,Mpiima Dorothy Christine,Female,Ogwomusanvu 22 1959
10163,Mpabwa Sarah Patience,Unknown,Ogwomunaana 6 1966
10164,Monica Mugenyi,Unknown,
10165,Masiko Winifred Komuhangi,Female,
10166,Mary Goretti Kitutu,Male,
10167,Eva Magala,Female,
10168,Evelyn Adiru,Unknown,
10169,Fadilah Shamika Mohamed Rafi,Female,
10170,Farah Damji,Female,
10171,Farida Kyakutema,Unknown,
10172,Fazila Ikwaput,Female,
10173,Margaret Sentamu Masagazi,Unknown,
10174,Peninah Kabenge,Female,
10175,Rhoda Kalema,Male,
10176,Mary Okwakol,Unknown,1951
10177,Essanyu Kwesiga,Female,
10178,Florence Muranga,Unknown,
10179,Proscovia Nalweyiso,Male,
10180,Annette Nkalubo,Female,
10181,Omukyala Flavia Nabugere Munaaba,Unknown,
10182,Flavia Namakula,Female,
10183,Flavia Oketcho,Unknown,
10184,Nancy Acora,Female,
10185,Nabulya Theopista Ssentongo,Female,Ogwokubiri 14 1951
10187,Naima Melsa Gule Avako,Female,
10188,Florence Mawejje,Female,
10189,Florence Nebanda,Female,
10190,Gertrude Kayaga Mulindwa,Unknown,
10196,Leah Namugerwa,Female,mu 2004
10200,Ekibira ky'e Budongo,Unknown,
10201,Joe Oloka-Onyango,Unknown,
10202,Geoffrey Ogwaro,Unknown,
10203,Anup Singh Choudry,Male,Ogwomunaana 13 1949
10204,Peter Takirambudde,Unknown,
10205,Victor Mukasa,Unknown,
10206,Nicholas Opiyo,Unknown,
10207,Ekibiina ekigatta abakyala mu Paalamenti ya Uganda,Unknown,
10208,Femrite,Female,
10209,Eliezah Foundation Initiative Uganda,Female,
10210,Omukutu gw'abakyala mu Uganda,Female,
10212,Akakiiko k’eddembe ly’obuntu mu Uganda,Unknown,
10215,Jesuit Refugee Service,Unknown,
10218,Hanshin Tigers,Unknown,
10219,Environmental Conservation Trust of Uganda,Unknown,
10224,Ebyobulimi mu Uganda,Unknown,
10227,Ekitongole ekikwasaganya ebibira,Unknown,
10230,Ekitongole ekivunaanyizibwa ku bisolo by'omu nsiko mu Uganda,Unknown,
10231,Ekitongole kya Uganda Conservation Foundation,Unknown,
10234,Najibu Kivumbi,Male,
10237,Prince Wasajja Kiwanuka,Female,
10239,Rose Namayanja,Female,Ogw'omunaana 18 1975
10240,Josephine Nambooze omusajja omulala,Female,
10242,Kato Lubwama,Unknown,Ogwomunaana 16 1970
10243,Abby Mukiibi Nkaaga,Unknown,
10244,Ekibiina ky'abakyala ekya Uganda Media,Unknown,
10248,User:Nabukeera Dorothy/Bebe Cool,Female,September 1 1977
10249,User:Nabukeera Dorothy/AK 47 Mayanja,Male,
10252,Navio (akuba ennyimba z'okufubutuka ebigambo),Unknown,
10256,Amayute,Unknown,
10281,Nalwoga Cerinah Kasirye,Female,
10290,Gautama Buddha,Unknown,
10294,Okusenga kw’ababundabunda mu Achol-Pii,Unknown,
10297,Abavubuka Ababundabunda mu Afrika olw'enkulaakulana ey'omuggundu,Unknown,
10298,Ninsiima Ronah Rita,Female,Ogwokusatu 31 1978
10299,Okusenga Kw'abundabunda Mu Lobule,Unknown,
10300,Adonia Katungisa,Unknown,
10301,Ababundabunda ba Uganda,Unknown,
10302,Ensenga yababundabunda Kyangwali,Unknown,
10308,Betty Nakibuuka,Female,1975
10421,Bakisimba,Unknown,
10423,Brian Lubega,Unknown,
10424,Amaggunju,Unknown,
10427,Rosemary Salmon,Female,
10429,George Washington,Unknown,
10430,Grace Birungi,Unknown,
10431,Jimbricky Norman Ochero,Unknown,
10433,James Mamawi,Unknown,
