page_id,title,country_of_origin
12880,Omuyimbi Catherine Ainembabazi,Uganda
12883,Angwech Colline,Uganda
12890,Yunivasite y’ensi yonna eya Metropolitan,Uganda
12891,Metropolitan International University,Uganda
12893,Leilah Babirye,Uganda
12895,Dennis Galabuzi Ssozi,Uganda
12896,Phionah Atuhebwe,Uganda
12900,Manuela Pacutho Mulondo,Uganda
12903,Rehmah Kasule,Uganda
12905,Shamim Nambassa,Uganda
12906,Mildred Tuhaise,Uganda
12907,Ronald Nsubuga Balimwezo,Uganda
12909,Yudaya Nakayenze,Uganda
12911,Kania Obiga,Uganda
12914,Kibirige Mayanja,Uganda
12915,Bulasio Mukasa,Uganda
12917,Gabriel Opio,Uganda
12919,David Kalwanga Lukyamuzi,Uganda
12921,Fred Nyanzi Ssentamu,Uganda
12922,Vincent Woboya,Uganda
12923,Micheal Tusiime,Uganda
12924,Serapio Rukundo,Uganda
12928,Simon Mulongo,Uganda
12930,Willy Mayambala,Uganda
12931,Balyeku Moses Grace,Uganda
12933,Mayanja Kyompitira Sebalu,Uganda
12934,Babiiha Jane Alisemera,Uganda
12935,Zerubabel Nyiira,Uganda
12937,Trinity College Nabbingo,Uganda
12938,St. Mary's College Kisubi,Uganda
12939,"Kasibante Robert, omuwandiisi w’ebitabo",Uganda
12940,Tarsis Kabwegyere,Uganda
12942,Robert Maseruka,Uganda
12943,Mbale Secondary School,Uganda
12946,Makmot Otto,Uganda
12947,Sitenda Sebalu,Uganda
12948,Mathew Rukikaire,Uganda
12949,Kid Fox,Uganda
12950,Robert Mugabe Kakyebezi,Uganda
12951,Nyasio Mudimi,Uganda
12953,Kiwanuka Sulaiman,Uganda
12957,Lawrence Kiiza,Uganda
12958,Odongo Okune,Uganda
12959,Andrew Mwenda,Uganda
12960,Kampala German Language School,Uganda
12964,Frank Bulira Kabinga,Uganda
12966,Kayogera Yona,Uganda
12967,James Rwanyarare nga bwe kiri,Uganda
12968,James Rwanyarare,Uganda
12970,Lawrence Mangusho,Uganda
12971,"Munnamawulire, munnauganda, muwandiisi",Uganda
12972,Nobel Mayombo,Uganda
12973,"Kasibante Robert,",Uganda
12974,Levixone,Uganda
12975,Ayoo Tonny,Uganda
12976,Matayo Lukwiya,Uganda
12977,Charles Onyango-Obbo,Uganda
12978,Moses Isegawa,Uganda
12980,James Dubai Olobo,Uganda
12981,Kirungi Annet Pamela,Uganda
12982,Elton Joseph Mabirizi,Uganda
12984,Richard Gafabusa,Uganda
12987,Ndyomugyenyi Roland Bish,Uganda
12990,Tibasiimwa Joram Ruranga,Uganda
12993,Andrew Kaluya,Uganda
12995,Kibalya Henry Maurice,Uganda
12998,Andrew Baryayanga,Uganda
12999,Okin Ojara,Uganda
13002,Frank Nyangweso,Uganda
13003,Anna Makula,Uganda
13004,Shamim Murerwa,Uganda
13005,Laika Umuhoza,Uganda
13006,Grace Lubega,Uganda
13007,Jeremiah Twa-Twa,Uganda
13011,Gayaza High School,Uganda
13012,Patrick Ogwang,Uganda
13014,Ssebugga Kimeze,Uganda
13015,Kirya Balaki Kebba,Uganda
13017,Christopher Komakech,Uganda
13018,Ebivuga eby'ennono ebya Uganda,Uganda
13019,Emmanuel Wamala,Uganda
13021,Musa Muhwezi,Uganda
13022,Moses Muhwezi,Uganda
13024,Amos Nyathirombo,Uganda
13026,Joseph Kabuleta,Uganda
13027,Lawrence Akugizibwe,Uganda
13031,Grenia Nyamwija,Uganda
13035,Oliva Amani,Uganda
13039,Solomon Serwanjja,Uganda
13044,Chance Nalubega,Uganda
13047,Carol Nantongo,Uganda
13052,Kin Kariisa,Uganda
13054,Biddemu Bazil Mwotta,Uganda
13055,Joseph Almeida (omusomesa),Uganda
13059,Paul Amoru,Uganda
13064,DJ Shiru,Uganda
13065,Yvonne Mpambara,Uganda
13069,Klear Kut,Uganda
13070,Swahili Nation,Uganda
13077,Eddie Wizzy,Uganda
13080,Sitya Loss,Uganda
13082,Namakula Mary Bata,Uganda
13086,Karoli Lwanga,Uganda
13087,Robert Kabushenga,Uganda
13089,Elijah Kitaka,Uganda
13094,Mesach Semakula,Uganda
13097,Manuel Muranga,Uganda
13098,Gladyce Kachope,Uganda
13099,Mathias Mpuuga,Uganda
13102,Enock Nyongore,Uganda
13103,Nakanyike B. Musisi,Uganda
13104,Bernadette Nambi,Uganda
13105,Suzie Muwanga,Uganda
13106,Musa Kizza Musaazi,Uganda
13109,Drake P Mirembe,Uganda
13110,Venansius Baryamureeba,Uganda
13112,Josephine Ahikire,Uganda
13113,Mahmood Mamdani,Uganda; India
13114,Munyonyo Martyrs Shrine,Uganda
13116,Janzi Band,Uganda
13117,Ganda Boys,Uganda
13120,Leslie 'Lee' Kasumba,Uganda
13121,Ernest Okello Ogwang,Uganda
13123,A Pass,Uganda
13124,Achilleus Kiwanuka,Uganda
13125,BigTril,Uganda
13127,I'm Still Here (Juliana Kanyomozi song),Uganda
13128,Asha Naava Zziwa,Uganda
13129,Lumix Da Don,Uganda
13131,Omuziki gwa Baganda,Uganda
13135,Ronald Ssebuguzi,Uganda
13138,B2C Entertainment,Uganda
13142,Mark Ouma,Uganda
13145,Viola Nimuhamya,Uganda
13146,Ali Kiiza,Uganda
13147,Lillian Zawedde,Uganda
13148,Mun G,Uganda
13149,Annet Nakimbugwe,Uganda
13152,Victor Ray,Uganda
13153,Solome Bossa,Uganda
13155,Nancy Kacungira,Uganda
13162,Bashir Kazibwe,Uganda
13163,Category:Bayimbi,Uganda
13164,Ivan Kyeyune,Uganda
13165,Esther Nakaziba,Uganda
13167,Rubanda-Mayonza,Uganda
13168,Pyarali Merali,Uganda
13169,Emily Maractho,Uganda
13170,Dominica Dipio,Uganda
13172,Abbas Kaijuka,Uganda
13174,Darlyne Komukama,Uganda
13175,Muwanga Kivumbi,Uganda
13176,Jude T Lubega,Uganda
13179,Francis Ayume,Uganda
13180,Anthony Ochaya,Uganda
13182,Andrew Kakooza,Uganda
13183,Jacob Oboth-Oboth,Uganda
13184,Andrew Mukooza,Uganda
13185,Wakooli Godfrey Matembu,Uganda
13186,Andrew Kambugu,Uganda
13188,George Didi Bhoka,Uganda
13189,Cuthbert Joseph Obwangor,Uganda
13190,Ramathan Ggoobi,Uganda
13192,Olum Lornah Afoyomungu,Uganda
13193,Charles Onen,Uganda
13194,Stephen Sserubula,Uganda
13197,Rose Christine Adikini,Uganda
13198,Mwesigwa Rukutana,Uganda
13199,Geoffrey Mutiwa,Uganda
13200,Salaamu Musumba,Uganda
13204,John William Kibukamusoke,Uganda
13205,Josephine Ibaseret,Uganda
13206,Nkunyingi Muwada,Uganda
13208,Adam Mugume,Uganda
13212,Ash Amin,Uganda
13215,Khemis Mzaid,Uganda
13217,Ezra Suruma,Uganda
13218,Perez Ahabwe,Uganda
13219,"Emmanuel Amey Ojara, omusajja omulala",Uganda
13220,"Emmanuel Amey Ojara,",Uganda
13224,Sam Engola,Uganda
13225,Olivia Mary Nantongo,Uganda
13226,Derrick Ssenyonyi,Uganda
13227,Twaha Kagabo,Uganda
13228,Bruce Baraba Kabaasa,Uganda
13229,Gilbert Olanya,Uganda
13230,Peter James Nkambo Mugerwa,Uganda
13231,Les Ebdon,Uganda
13233,Cotilda Inapo,Uganda
13234,Israel Kibirige Ssebunya,Uganda
13236,Vincent Nyanzi,Uganda
13237,Theresa Musoke,Uganda
13238,Betty Manyolo,Uganda
13239,Barnaba Nawangwe,Uganda
13240,Barnabas Nawangwe,Uganda
13242,Lokwang Hillary,Uganda
13244,Laker Jolly Grace Andruvile Okot,Uganda
13246,Richard Todwong,Uganda
13247,Godfrey Kabbyanga,Uganda
13248,Susan Kabonero Muhwezi,Uganda
13249,Consolata Kabonesa,Uganda
13250,Micah Akasile Lolem,Uganda
13252,Christine Bukenya Ssendawula,Uganda
13254,Maggie Magode Ikuya,Uganda
13255,Ronald Reagan Okumu,Uganda
13256,Anthony Akol,Uganda
13257,Denis Nyangweso,Uganda
13258,Barnabas Tinkasimire,Uganda
13259,Karubanga Jacob,Uganda
13261,Moses Okot Jr,Uganda
13262,Janzi (musical instrument),Uganda
13265,Silas Aogon,Uganda
13269,Esther Kyozira,Uganda
13270,Joseph Ssekandi,Uganda
13271,John Bashaija Kazoora,Uganda
13276,Rose Clarke Nanyonga,Uganda
13278,Gerald Ssendawula,Uganda
13279,Gerald Ssendaula,Uganda
13280,Jacklyn Jolly Tukamushaba,Uganda
13281,"Frank Baffoe, omuwandiisi w’ebitabo",Uganda
13284,User:Sisterian/Basil Kiiza Bataringaya,Uganda
13285,Christopher Kibanzanga,Uganda
13286,Aronda Nyakairima,Uganda
13287,Sarah Bireete,Uganda
13288,Dani Wadada Nabudere,Uganda
13289,Joan Rwabyomere,Uganda
13290,Leader of Opposition,Uganda
13293,Charles Oboth Ofumbi,Uganda
13297,Yowabu Magada Kawaluuko,Uganda
13299,Kenneth Pablo Kimuli,Uganda
13300,Omara Atubo,Uganda
13301,Flavian Zeija,Uganda
13302,Aston Kajara,Uganda
13303,Fred Jalameso,Uganda
13304,Daudi Ochieng,Uganda
13305,Kevinah Taaka Wanaha Wandera,Uganda
13306,Adison Kakuru,Uganda
13310,James Simpson (Munnayuganda munnabyabufuzi),Uganda
13311,Jeremiah Lucas Opira,Uganda
13317,Saba Saba,Uganda
13318,Anna Nyamekye,Uganda
13320,"Lucy Newlyn, omuwandiisi w’ebitabo",Uganda
13324,Peter Byaruhanga,Uganda
13327,Suraj Prasad Singh,India
13329,Pius Ssebulime,Uganda
13331,James Bogere,Uganda
13334,Ivan Anguyo,Uganda
13486,Kigozi Andrew Samson,Uganda
13487,Emmanuel Anyama,Uganda
13566,Ashraf Mandela,Uganda
13568,Ritah Kivumbi,Uganda
13569,Ogama Baden Mujahid,Uganda
13571,Tenywa Bonseu,Uganda
13572,Hassan Mubiru,Uganda
13691,Ndugwa Abraham,Uganda
13692,Elvis Ngondwe,Uganda
13714,Colin Chapman (omukugu mu by'enkuma n'amazike) .,Uganda
13733,Abubaker Tabula,Uganda
13734,Hannington Kalyesubula,Uganda
13735,Dan Mubiru,Uganda
13736,Basil Kiiza Bataringaya,Uganda
13738,Brian Nkuubi,Uganda
13739,Emmanuel Kalyowa,Uganda
13740,Denis Kiggundu,Uganda
13755,Solome Nakaweesi Kimbugwe,Uganda
13756,Chukwuemeka Omujuda Diji,Uganda
13757,Chukwuemeka Jude Diji,Uganda
13758,Hannington Ssebwalunyo,Uganda
13762,Emmanuel Alex Wasswa,Uganda
13763,Ssozi Shaka,Uganda
13766,Gideon Odongo,Uganda
13767,Shafik Nana Kwikiriza,Uganda
13768,Mouammad Mpezamihigo,Uganda
13769,"James PM Ntozi, omubaka wa Uganda",Uganda
13770,James PM Ntozi,Uganda
13771,James P. M. Ntozi,Uganda
13772,Andrew Bashaija,Uganda
13773,Mable Amuron,Uganda
13775,Joseph Kizito (omuzannyi w'omupiira),Uganda
13778,Joel Sserunjogi,Uganda
13779,Ronald Otti,Uganda
13780,Mutwalibu Mugolofa,Uganda
13781,Alex Isabirye Musongola,Uganda
13782,Frank Ssebuufu,Uganda
13783,Nicholas Mwere,Uganda
13786,Sarah Reng Ochekpe,Uganda
13787,David Bagoole,Uganda
13788,Isa Mubiru,Uganda
13789,Umar Lutalo,Uganda
13791,Herbert Achayi,Uganda
13792,James Begisa,Uganda
13793,Lwanga Charles,Uganda
13794,Ivan Ahimbisibwe,Uganda
13795,Rogers Ochaki Torach,Uganda
13796,Rogers Torach,Uganda
13798,Yasmin Alibhai-Brown,India
13799,Abdul Karim Watambala,Uganda
13800,Reagan Mpande,Uganda
13801,Ibrahim Mugulusi,Uganda
13802,Prudence Nyamishana,Uganda
13803,Najib Yiga,Uganda
13804,Marvin Joseph Youngman,Uganda
13805,Julius Poloto,Uganda
13806,Tony Odur,Uganda
13812,Joshua Lubwama,Uganda
13813,Jack Komakech,Uganda
13814,Michael Kagiri,Uganda
13815,Ssekiganda Ronald,Uganda
13816,James Mubezi,Uganda
13817,Ashe Mukasa,Uganda
13820,Sula Matovu,Uganda
13824,Kasule Owen,Uganda
13827,Luwagga Kizito,Uganda
13829,Edward Semwanga,Uganda
13831,Allan Kyambadde,Uganda
13833,Martin Mpuga,Uganda
13834,Paul Mucureezi,Uganda
13835,Ronald Martin,Uganda
13838,David Owori,Uganda
13839,Walinda Yonasaani,Uganda
13840,Walinda Jonathan,Uganda
13841,Nafian Alionzi,Uganda
13842,Nayiga Patricia,Uganda
13843,Isma Mugulusi,Uganda
13844,Baker Mbowa,Uganda
13845,Chrispas Kusiima,Uganda
13846,Arafat Kiza Usama,Uganda
13847,Kenneth Semakula,Uganda
13848,Tom Ikara,Uganda
13849,Denis Iguma,Uganda
13850,"Alpha Thiery Ssali, omusajja omulala",Uganda
13851,Anitah Namata,Uganda
13852,Pius Obuya,Uganda
13853,Chris Akena,Uganda
13854,Bobosi Byaruhanga,Uganda
13855,Kushaba Moses Mworeko,Uganda
13856,Julius Kaggwa,Uganda
13857,Aaron Kirunda,Uganda
13858,Titus Ssematimba,Uganda
13860,Elizabeth Lwanga,Uganda
13862,Godfrey Mugisha,Uganda
13863,Isaac Isinde,Uganda
13864,Val Kalende,Uganda
13865,Arnold Odong,Uganda
13866,Jay Mulucha,Uganda
13867,Nyombi Morris,Uganda
13870,Nashiba Nakabira,Uganda
13871,Annet Kirabo,Uganda
13872,Sadat Anaku,Uganda
13873,"Melvyn Lorenzen, Musambi wa mupiira",Uganda
13875,"Mustafa Kizza, Musambi wa Mupiira",Uganda
13878,Dan Sserunkuma,Uganda
13879,Jude Ssemugabi,Uganda
13880,Clement Kiggundu,Uganda
13881,Peace Oliver Amuge,Uganda
13883,Sam Bitangaro,Uganda
13884,Filbert Obenchan,Uganda
13885,Sarah Kizito,Uganda
13887,Benedicta Nanyonga,Uganda
13888,Rebecca Alitwala Mubezi,Uganda
13889,Perry Aritua,Uganda
13890,"Joseph Konde-Lule, omuwandiisi w’ebitabo",Uganda
13891,Kaddu Sebunya,Uganda
13892,Crispin Kaheru,Uganda
13893,Ignatius K. Musaazi,Uganda
13894,Sarah Mukasa,Uganda
13895,Owiny Hakim,Uganda
13897,Tom Okurut,Uganda
13898,Geoffrey Wasswa,Uganda
13899,Abubakar Kasule,Uganda
13900,Solomon Walusimbi,Uganda
13901,Ebyafaayo bya Buganda,Uganda
13902,John Abdallah Wambere,Uganda
13904,Isaac Mulyanga,Uganda
13905,Halid Lwaliwa,Uganda
13938,Akiki Nyabongo,Uganda
13939,Dorrys Mutahunga,Uganda
13942,Richard Lusimbo,Uganda
13943,Achilla Orru,Uganda
13944,Opolot-Okwalinga Simon Peter,Uganda
13945,Denis Omedi,Uganda
13952,Enock Walusimbi,Uganda
13953,Iddi Batambuze,Uganda
13954,Derrick Kakooza,Uganda
13955,Charles Ayiekoh Lukula,Uganda
13957,Bob Astles,India; Uganda
13959,Rogers Mato,Uganda
13960,Frank Gashumba,Uganda
13963,Akalulu ka Uganda aka 2011,Uganda
13988,Erisa Ssekisambu,Uganda
14005,Robert Serumaga,Uganda
14006,Edrisa Lubega,Uganda
14010,Musa Mudde,Uganda
14014,Yusuf Mukisa,Uganda
14037,Ibrahim Juma (omuzannyi w'omupiira),Uganda
14056,Katende Joram,Uganda
14057,"Francis Olaki, omuwandiisi w’ebitabo",Uganda
14059,Uganda National Liberation Front,Uganda
14065,Philip Mitchell (omuddukanya w'emirimu gy’amatwale) .,India
14083,Francis Olaki,Uganda
14141,Kizito Keziron,Uganda
14142,Mike Mutyaba,Uganda
14143,Daniel Isiagi Opolot,Uganda
14144,Grace Kiirya Wanzala,Uganda
14145,Eunice Namatende,Uganda
14151,Aziz Kayondo,Uganda
14157,Ibrahim Orit,Uganda
14158,Alexis Bbakka,Uganda
14166,Taddeo Lwanga,Uganda
14168,Peter Maru,Uganda
14170,Patrick Ochan (omuzannyi w'omupiira),Uganda
14174,Allan Okello,Uganda
14178,John Bosco Koy Kariisa,Uganda
14187,Nabisunsa Girls Secondary school,Uganda
14190,Henry Kalungi,Uganda
14193,Emmanuel Bwayo Wakhweya,Uganda
14194,Isaac Maliyamungu,Uganda
14231,Steven Sserwadda Musambi wa Mupiira,Uganda
14236,Moses Opondo,Uganda
14249,Edward Kizza,Uganda
14250,Akatyabaga k'e Mengo,Uganda
14251,Aisha Naluzze Batala,Uganda
14252,Mike Mutebi,Uganda
14253,Sam Mayanja,Uganda
14256,Obwegugungo bwa Uganda obwa 2026,Uganda
14329,Category:Abazannyi ba firimu abakazi Bannayuganda,Uganda
14331,Category:Bannayuganda abaweereza ku Ttivvi,Uganda
14334,Category:Bannayuganda abakyala abaweereza ku Ttivvi,Uganda
14336,Category:Abazannyi b'omupiira gw'okubaka abakyala Bannayuganda,Uganda
14337,Category:Abazannyi b'omupiira gw'okubaka Bannayuganda,Uganda
14338,Category:Abazannyi b'omupiira gw'okubaka ogw'abakyala Bannayuganda,Uganda
14371,Uche Ikpeazu,Uganda
14372,Category:Abayimbi abakyala Bannayuganda,Uganda
14373,Category:Bannayuganda abayimbi abakyala,Uganda
14380,Category:Abawandiisi b'ennyimba abakyala Bannayuganda,Uganda
14394,Category:Abayimbi ba Uganda abakyala,Uganda
14396,Category:Abawandiisi b'ennyimba mu Uganda,Uganda
14412,Moses Aliwa,Uganda
14415,Zakaria Kiprotich,Uganda
14416,Dolphine Chelimo,Uganda
14419,Samuel Simba Cherop,Uganda
14420,Jesse Ssengonzi,Uganda
14428,Category:Bannayuganda abalwanirizi b'eddembe,Uganda
14429,Category:Bannayuganda abasiraamu,Uganda
14432,Category:Bannayuganda abakyala abakubi b'ebikonde,Uganda
14433,Category:Bannayuganda abakyala bannabyamizannyo,Uganda
14434,Category:Bannabyabufuzi Abanayuganda,Uganda
14441,Category:Bannayuganda abawandiisi b'ekyasa ky'abiri mu ekimu,Uganda
14443,Category:Bannabyabufuzi abakyala Bannayuganda mu kyasa eky'amakumi abiri mwekimu,Uganda
14450,Category:Omupiira gw'abakyala Bannayuganda,Uganda
14451,User:24RAY,Uganda
14460,Category:Abasambi b'omupiira gw'ebigere abasajja Bannayuganda,Uganda
14464,Category:Bannayuganda Abasiramu,Uganda
14470,Collin Mutyaba,Uganda
14472,Khalifah Aganaga,Uganda
14473,John Sserunjogi,Uganda
14474,Category:Bannayuganda abayimbi abasajja,Uganda
14475,Category:Bannayuganda abayimbi,Uganda
14489,Category:Bannayuganda abalamuzi ab'ekyasa ky'abiri mw'ekimu,Uganda
14491,John Goville,Uganda
14492,Moses Kyeswa,Uganda
14493,Ronald Serugo,Uganda
14496,Mike Okot,Uganda
14498,Category:Bannabyabufuzi abakyala nannaYuganda mukyasa eky'amakumi abiri mwekimu,Uganda
14500,Category:Abakyala abayimbi Bannayuganda,Uganda
14520,Roy Mubiru,Uganda
14524,Sadat Tebazaalwa,Uganda
14530,Alex Malinga,Uganda
14540,Category:Bannayuganda abasajja abasambira wabweru we Ggwanga,Uganda
14545,Category:Bannayuganda abasuubuzi,Uganda
14547,Category:Bannayuganda abakazi Bannabyabufuzi ab'Ekyasa Kyabiri mwekimu,Uganda
14549,Virgil Okiring,Uganda
14550,Jorem Ochana,Uganda
14551,Vitus Ashaba,Uganda
14552,Moses Musonge,Uganda
14553,Pius Olowo,Uganda
14558,Category:Bannayuganda abaakolerako e Kenya,Uganda
14560,Category:Bannayuganda abakyala abakulira bizinensi,Uganda
14561,Category:Bannayuganda bakyala abakulira bizinensi,Uganda
14568,Category:Bannayuganda abaasengukira mu ggwanga lya Canada,Uganda
14571,Category:Bannayuganda abavunnuzi,Uganda
14586,Category:Bannayuganda abakyala abasamba omupiira,Uganda
14590,Category:Bannayuganda abawandiisi,Uganda
14605,Category:Bannayuganda Bannamisono,Uganda
14606,Category:Bannayuganda abatandisi b'emirimu ab'ekyasa ky'abiri mwekimu,Uganda
14607,Category:Bannayuganda abatanidisi b'emirimu ab'ekyasa ky'abiri mwekimu,Uganda
14613,John Sentongo,Uganda
14614,Franco Agentho,Uganda
14615,Abraham Munabi,Uganda
14617,Omukisa Sseruwagi,Uganda
14618,Alex Odhiambo,Uganda
14619,Ernest Mabwa,Uganda
14620,Peter Paul Odhiambo,Uganda
14621,Henry Mugwanya,Uganda
14622,Douglas Ogada,Uganda
14623,Andrew Kajjo,Uganda
14624,David Jackson (Munnayuganda omukubi w’ebikonde),Uganda
14625,James Odwori,Uganda
14626,Matthias Ouma,Uganda
14627,Eridadi Mukwanga,Uganda
14629,Category:Bannayuganda bannakatemba abayimirira bokka ku sitegi ne basesa abantu,Uganda
14630,Category:Bannayuganda abakazi abazannyi ba katemba,Uganda
14631,Category:Bannayuganda abakazi abazannyi ba firimu,Uganda
14667,Category:Bannayuganda abaawangangusibwa,Uganda
14668,Category:Bannayuganda abaali basibiddwako ebweru w'eggwanga,Uganda
14673,Category:Bannayuganda abasawo,Uganda
14676,Category:Bannayuganda abakazi bannassaayansi ab'Ekyasa ky'abiri mwekimu,Uganda
14677,Category:Bannayuganda Bannassaayanzi ab'Ekyasa kyabirimwekimu,Uganda
14678,Category:Bannayuganda abasuubuzi ab'Ekyasa kyabirimwekimu,Uganda
14680,Category:Bannayuganda abakazi abakulira bizinensi,Uganda
14681,Category:Bannayuganda abakazi abasomesa,Uganda
14682,Category:Bannayuganda abalwanirizi,Uganda
14686,Category:Bannayuganda bannabyabufuzi ab'Ekyasa kyabirimwekimu,Uganda
14693,Category:Bannayuganda bannabyanjigiriza,Uganda
14695,Category:Bannayuganda bannabyanjigiriza ab'ekyasa ky'abiri mwekimu,Uganda
14698,Category:Bannayuganda abayimba enyimba ezitendereza Katonda,Uganda
14705,Category:Bannayuganda abasomesa,Uganda
14732,Category:Bannayuganda abaweebwa ekisonyiwo kya Pulezidenti,Uganda
14738,Category:Bannayuganda abasuubuzi ab'Ekyasa ky'Abirimwekimu,Uganda
14740,Category:Bannayuganda bannaby'anjigiriza,Uganda
14747,Category:Bannayuganda abaweereza ku laadiyo,Uganda
14762,William Kamanyi,Uganda
14765,Category:Bannayuganda bannamateeka,Uganda
14766,Category:Bannayuganda bannamawulire abakyala,Uganda
14782,Category:Bannayuganda abattibwa,Uganda
14783,Category:Abakatoliki Bannayuganda abatukuvu,Uganda
14802,Category:Bannabyamizannyo nga bannayuganda abali mu ggwanga lya Mauritius,Uganda
14810,George Kabuto,Uganda
14813,John Siryakibbe,Uganda
14814,Deogratias Musoke,Uganda
14815,"Peter Odhiambo (omukubi w’ebikonde, yazaalibwa 1950)",Uganda
14816,John Opio,Uganda
14817,"Geofrey Nyeko, omusajja omulala",Uganda
14818,Geofrey Nyeko,Uganda
14824,"Peter Odhiambo (omukubi w’ebikonde, yazaalibwa 1958)",Uganda
14831,Peter Okumu,Uganda
14832,Category:Bannayuganda bannabyabufuzi,Uganda
14833,Category:Bannayuganda ba yinginiya ab'ekyasa ky'abirimwekimu,Uganda
14835,Vicky Byarugaba,Uganda
14841,Patrick Lihanda,Uganda
14843,Dodovic Owiny,Uganda
14850,Godfrey Wakaabu,Uganda
14851,Kassim Napa Adam,Uganda
14852,Benson Masanda,Uganda
14854,Charlie Lubega,Uganda
14857,Dismas Yeko,Uganda
14863,Leo Adraa,Uganda
14865,Abu Salim Mayanja,Uganda
14866,Salim Abu Mayanja,Uganda
14873,Joel Ayeko,Uganda
14888,Category:Bannabyamizannyo nga bannayuganda abali e Vietnam,Uganda
14894,Ali Ngaimoko,Uganda
14899,Category:Bannayuganda abalwaniririzi b'eddembe,Uganda
14900,Category:Bannayuganda abakungu mu kibiina ky'Amawanga Amagatte,Uganda
14908,Category:Bannayuganda ba yinginiya ab'ekyasa kyabirimwekimu,Uganda
14910,Category:Bannayuganda abakyala abakola firimu,Uganda
14915,Category:Bannayuganda abasawo abanoonyereza,Uganda
14927,Category:Bannayuganda abakyala nga bannabyabufuzi mu kyaasa ky'amakkumi abiri mu ekimu,Uganda
14929,Harbert Kibet,Uganda
14936,User:Sisterian,Uganda
14937,User:Charles Kalanzi,Uganda
14944,Category:Bannayuganda abakulira ebitongole,Uganda
14953,Lokii John Baptist,Uganda
14960,Category:Bannabyamizannyo ba Uganda,Uganda
14965,User:Kisakye Jane,Uganda
14977,Frank Kisekka,Uganda
14978,Joel Otim,Uganda
14979,Silver Ayoo,Uganda
14980,Timothy Toroitich,Uganda
14981,Musa Kurong,Uganda
14982,Moses Kurong,Uganda
14983,Brandon Sebirumbi,Uganda
14985,Category:Bannabyabufuzi Bannayuganda,Uganda
14986,Category:Bannayuganda bannabyabufuzi mu kyaasa eky'abiri mu ekimu,Uganda
14990,Category:Bannayuganda abakyaala nga ba Chief Executive,Uganda
14992,Category:Bannayuganda nga ba Chief Executive,Uganda
15001,Category:Bannayuganda bannamawulire abakozi ba leediyo,Uganda
15002,Category:Bannayuganda bannamawulire abakozi ku ttivi,Uganda
15007,Roger Mukasa,Uganda
15026,Category:Bannayuganda bannabyamizannyo abaagenda okukolera e South Africa,Uganda
15027,Category:Bannayuganda bannabyamizannyo abagenda okukolera mu Greece,Uganda
15028,Fred Nkata,Uganda
15031,Category:Bannayuganda abakugu mu by'ensimbi,Uganda
15039,Category:Bannayuganda abakyala aboolesa emisono,Uganda
15040,Category:Bannayuganda abaasengukira mu Amerika,Uganda
15042,Category:Abannayuganda abasajja abasambira omupiir5a ku mutendera gw'ensi yonna,Uganda
15050,Godfrey Serunkuma Lule,Uganda
15051,David Ssemujju,Uganda
15052,State Research Bureau (organisation),Uganda
15059,Category:Bannayuganda abawandiisi b'ennyimba,Uganda
15060,Category:Bannayuganda abakyala Abayimbi,Uganda
15063,Isaac Madoi,Uganda
15071,Category:Bannayuganda abaali abalamuzi,Uganda
15092,Category:Bannayuganda abakyala abazannya badminton,Uganda
15093,Category:Bannayuganda abazannyi ba badminton abeetaba mu mpaka za 2018 Commonwealth Games,Uganda
15094,Category:Bannayuganda abeetaba mu mpaka za Commonwealth Games,Uganda
15097,Category:Bannayuganda bannabyamizannyo abasibuka mu makkati ga Uganda,Uganda
15111,Category:Bannabyamizannyo nga bannayuganda ab'ekyasa ekya 21,Uganda
15114,Category:Abazaalwa mu 1963,Uganda
15115,Category:Abantu abasibuka mu Disitulikiti y'e Kaberamaido,Uganda
15122,Category:Bannayuganda,Uganda
15130,Jonathan Komagum,Uganda
15131,Wasswa Amir Ssali,Uganda
15132,Abdallah Kibet Mande,Uganda
15166,Category:Bannayuganda abakozi ba ffirimu,Uganda
15169,Category:Bannayuganda ab'ekyasa kya 21,Uganda
15173,Category:Bannayuganda abasajja abasambi b'omupiira gw'eggwanga,Uganda
15183,Category:Bannayuganda abasajja abazannyi b'omupiira,Uganda
15184,Category:Bannayuganda abazannyira ku ttiimu y'eggwanga,Uganda
15185,Category:Bannayuganda abasuubuzi abasajja,Uganda
15204,Category:Bannayuganda abakozi mu bbanka,Uganda
15207,Category:Bannayuganda abayimbi abakyala ab'ekyala kya 21,Uganda
15209,Patrick Etolu,Uganda
15210,Phillip Kiplimo,Uganda
15213,Wilson Busienei,Uganda
15222,"George Oywello, omuwandiisi w’ebitabo",Uganda
15224,Mohammed Kayongo,Uganda
15246,Category:Bannayuganda bannabyamizannyo abasibuka mu buvanjuba bwa Uganda,Uganda
15297,Category:Bannayuganda abazaalisa,Uganda
15298,Category:Bannayuganda abalwanirizi b'eddembe ly'obuntu,Uganda
15301,Category:Bannayuganda abazanyi ba firimu abasajja,Uganda
15322,Category:Bannayuganda ababundabunda,Uganda
15323,Category:Bannayuganda abasibuka mu Goan,Uganda
15335,Category:Bannayuganda abattiddwa,Uganda
15341,Category:Bannayuganda abalwanirira eddembe ly'obuntu,Uganda
15349,Category:Abayimbi abasajja Bannayuganda,Uganda
15350,Category:Abayimbi Bannayuganda,Uganda
15372,David Kabanda,Uganda
