page_id,title,country_of_origin
11153,Frances Akello,Uganda
11155,Joyce Mpanga,Uganda
11160,Julianne Mweheire,Uganda
11164,Regina Bafaki,Uganda
11165,Tina Drazu,Uganda
11167,Amanda Tumusiime,Uganda
11170,Elizabeth Muwanga Alamo,Uganda
11171,Florence Nkalubo,Uganda
11174,Victoria Walusansa,Uganda
11176,Zafaran (omuyimbi),Uganda
11179,Carol Nakimera,Uganda
11180,Alice Mwesigwa,Uganda
11186,Sostine Namanya,Uganda
11187,"Natasha Nyonyozi, omusajja omulala",Uganda
11205,Agnes Nabukenya,Uganda
11207,Nicholas Omonuk,Uganda
11213,Simon Peter Kinobe,Uganda
11215,Gaetano Batanyenda,Uganda
11216,Augustine Nsumba,Uganda
11217,Steven Mukwala,Uganda
11220,Gavin Kizito,Uganda
11221,Charles Lukwago,Uganda
11224,Thembo Nyombi,Uganda
11228,John Ssebuwufu,Uganda
11229,Emmanuel Katongole,Uganda
11230,David Serwadda,Uganda
11244,User:Solomon Suubi/sandbox,Uganda
11246,Julie Mutesasira,Uganda
11247,Tom Butime,Uganda
11248,Michael Mawanda,Uganda
11249,Patrick Kayemba,Uganda
11250,Abdul Kadir Ali Muwaya,Uganda
11252,Davis Arinaitwe,Uganda
11256,Bright Rwamirama,Uganda
11257,Pela Commodities,Uganda
11258,Mapeera House,Uganda
11259,Olara Otunnu,Uganda
11260,John Kyazze,Uganda
11263,Bobby Lash B2C,Uganda
11266,Benjamin Musoke,Uganda
11267,Junior Kwebiha,Uganda
11268,Saleh Kamba,Uganda
11275,Faridah Nambi,Uganda
11280,Amon Bazira,Uganda
11285,Leila Nakabira,Uganda
11286,Nkulanga Enock,Uganda
11287,Jack Maumbe Mukhwana,Uganda
11288,Martin Stephen Egonda-Ntende,Uganda
11291,Fred Mukisa,Uganda
11293,Simon D'Ujanga,Uganda
11294,Fred Omach,Uganda
11296,Sulaiman Kyebakoze Madada,Uganda
11297,Sulaiman Madada,Uganda
11298,Gagawala Wambuzi,Uganda
11301,Simon Ejua,Uganda
11302,Cotilda Nakate Kikomeko,Uganda
11304,Gordon Wavamunno,Uganda
11307,Yash Tandon,Uganda
11308,Sheikh Abdullahi Ssekimwanyi,Uganda
11309,Richard M Kavuma,Uganda
11313,Kassim Ouma,Uganda
11316,SK Mbuga,Uganda
11317,Canon Andrew Nyote,Uganda
11319,Simon Peter Engurait,Uganda
11325,Ali Kony,Uganda
11326,Onesimus Asiimwe,Uganda
11331,David Guwatudde,Uganda
11334,Sabiiti Muzeyi,Uganda
11335,Polly Namaye,Uganda
11336,Muhammad Kirumira,Uganda
11340,Onegi Obel,Uganda
11354,Christopher Senyonjo,Uganda
11355,Ssekabaka Mwanga II owa Buganda,Uganda
11356,Augustine Kasujja,Uganda
11360,Gerald Kasaato,Uganda
11361,Patrick Salvador Idringi,Uganda
11362,Kamanda Bataringaya,Uganda
11363,Charles Ssekyaaya,Uganda
11364,John Kabaireho,Uganda
11365,Daisuke Ssegwanyi,Uganda
11366,Raymond Rushabiro,Uganda
11368,Katherine Namuddu,Uganda
11369,Peace Mbabazi Kyamukongwire,Uganda
11371,Micheal Etyang,Uganda
11375,Olivia Wawire,Uganda
11377,Aisha Lubega,Uganda
11378,Fatumah Asha,Uganda
11382,Esther Wamala,Uganda
11383,George Kirya,Uganda
11384,Fred Wabwire-Mangen,Uganda
11385,Nelson Sewankambo,Uganda
11389,Joseph Kony,Uganda
11390,Sandy Stevens Tickodri-Togboa,Uganda
11391,Bulaimu Muwanga Kibirige,Uganda
11392,Ivan Semwanga,Uganda
11394,Amos Nzeyi,Uganda
11396,David Wakikona,Uganda
11398,Ignatius Sserulyo,Uganda
11399,Henry Mzili Mujunga,Uganda
11400,Micheal Kasaija,Uganda
11401,Amos Twinomujuni,Uganda
11402,Samuel Turyagyenda,Uganda
11403,Joseph Semwanga,Uganda
11404,Robert Rusoke,Uganda
11405,Francis Chemonges,Uganda
11407,Moses Kamya,Uganda
11408,Muljibhai Madhvani,Uganda
11410,Kirunda Kivejinja,Uganda
11413,Joe Atuhaire,Uganda
11415,Angela Leigh,Uganda
11417,Mohamed Muruli,Uganda
11419,Frederick Kitaka,Uganda
11420,George Baguma,Uganda
11421,Lepono Ndhlovu,Uganda
11422,Faruk Ochimi,Uganda
11428,Elizabeth Nalugemwa,Uganda
11434,Brenda Maraka,Uganda
11435,Karole Kasiita,Uganda
11438,Mukasa Mbidde,Uganda
11439,Patrick Nsamba Oshabe,Uganda
11440,Patricia Munabi Babiiha,Uganda
11441,Mike Mukula,Uganda
11442,Dennis Ngabirano,Uganda
11443,"Shaban Ramadhan Mubaje, omusajja omulala",Uganda
11444,Samuel Okwir,Uganda
11445,Ham Serunjogi,Uganda
11448,Stanislaus Okurut,Uganda
11449,Pio Zirimu,Uganda
11450,Eneriko Seruma,Uganda
11453,Abubakar Muhammad Moki,Uganda
11454,Abayudaaya,Uganda
11455,Frank Nabwiso,Uganda
11456,Brian Mushana Kwesiga,Uganda
11457,Elizabeth Kyazike,Uganda
11458,Alexander David Ssimbwa,Uganda
11459,Yokaana F. Mugisha,Uganda
11460,Richard Carl Ntiru,Uganda
11461,Barbara Barungi,Uganda
11462,Jack Sentongo,Uganda
11464,Angufiru Margaret,Uganda
11465,Lubwa p'Chong,Uganda
11467,Daniel David Ntanda Nsereko,Uganda
11468,Olukalala lw'abannayuganda,Uganda
11469,Ambrosio Kibuuka,Uganda
11470,P'Bitek Okot,Uganda
11475,Samite,Uganda
11476,Paul Ngologoza,Uganda
11477,John Nagenda,Uganda
11481,Vincent Otti,Uganda
11485,Akena p'Ojok,Uganda
11486,Lilian Ruteraho,Uganda
11488,Nasser Sebaggala,Uganda
11490,Kato Serwanga,Uganda
11492,Danny Keogh,Uganda
11495,Abayindi mu Uganda,India; Uganda
11496,James Makumbi,Uganda
11498,Justinian Tamusuza,Uganda
11500,Emmanuel Lumu,Uganda
11501,Henry Wako Muloki,Uganda
11502,Ali Kavuma,Uganda
11503,Muhamed Kizito,Uganda
11507,Abdul Nadduli,Uganda
11508,Joseph Kagimu,Uganda
11509,Amos Okot,Uganda
11510,Morris Ogenga Latigo,Uganda
11511,Maxwell Akora,Uganda
11513,Wilton Sebastian Kezala,Uganda
11524,Shimit Amin,India
11527,Nanji Kalidas Mehta,India
11529,Nick Twinamatsiko,Uganda
11541,Kenneth Kamyuka,Uganda
11544,Raymond Otim,Uganda
11546,List of Ugandan writers,Uganda
11550,Frank Mugisha,Uganda
11551,Samuel Sejjaaka,Uganda
11552,James Mulwana,Uganda
11555,Wycliffe Kiyingi,Uganda
11559,Pepe Julian Onziema,Uganda
11562,Vanita Kayiwa,Uganda
11563,Apollo Kironde,Uganda
11564,Hakim Sendagire,Uganda
11566,Charles Mbire,Uganda
11569,Raphael Owor,Uganda
11573,Uganda Christian University,Uganda
11574,Hilary Mukundane,Uganda
11577,Elizabeth Paula Napeyok,Uganda
11578,Juliet Muzoora Atuhairwe,Uganda
11579,John Ntambirweki,Uganda
11580,Juliet Muzoora,Uganda
11582,Henry Tigan,Uganda
11584,Olukalala lw'abakola ennyimba mu Uganda,Uganda
11587,Shem Bageine,Uganda
11591,Elizabeth Ntege,Uganda
11593,Samson Kasumba,Uganda
11595,Luyimbaza Elias Nalukoola,Uganda
11596,Daudi Migereko,Uganda
11598,Godfrey Kirumira,Uganda
11600,Elvis Sekyanzi,Uganda
11601,Patrick Ocan,Uganda
11602,Elizabeth Muwanga,Uganda
11603,Hassan Basajjabalaba,Uganda
11604,Lawrence Sebalu,Uganda
11608,Faridah Bulega,Uganda
11610,Ismael Orot,Uganda
11611,Shirish Korde,Uganda
11614,Rajat Neogy,Uganda
11622,Francis Mwijukye,Uganda
11623,Micheal B. Nsimbi,Uganda
11624,Omwony Ojwok,Uganda
11625,Arthur Ssegwanyi,Uganda
11627,Jackson Kiprop,Uganda
11629,Master Blaster,Uganda
11630,Mohammed Hamid,Uganda
11631,Gilbert Kaburu,Uganda
11632,Eng Abner Nangwale,Uganda
11635,Stella Nekuusa,Uganda
11636,Lydia Nsaale Kitayimbwa,Uganda
11637,Lukyamuzi Bashir,Uganda
11638,Robert Marie Gay,Uganda
11639,Elly Wamala,Uganda
11641,Yabezi Kiiza,Uganda
11642,Ismail Katamba,Uganda
11646,Mulumba Ivan Matthias,Uganda
11647,George Wilberforce Kakoma,Uganda
11648,Benon Mutambi,Uganda
11650,Kalidi Batuusa,Uganda
11654,Kagayi Peter,Uganda
11655,John Baptist Odama,Uganda
11658,Paalamenti ya Uganda,Uganda
11659,Edward Katongole-Mbidde,Uganda
11663,Sam Kutesa,Uganda
11664,Joshua Baraka,Uganda
11665,Resolve Uganda,Uganda
11670,Tom Voltaire Okwalinga,Uganda
11671,Bashir Ramathan,Uganda
11672,Daniel Mulumba,Uganda
11673,Shahzad Ukani,Uganda
11674,Ahmad Ssengendo,Uganda
11676,James Isabirye Mugoya,Uganda
11677,Ibrahim Abiriga,Uganda
11678,Deo Rwabiita,Uganda
11679,Moses Adome,Uganda
11680,Racheal Nanyonga,Uganda
11682,Brian Ahumuza,Uganda
11683,Gideon Byamugisha,Uganda
11684,Ephraim Kamuntu,Uganda
11686,Ismail Ogama,Uganda
11687,Henry Bagiire,Uganda
11688,Paulson Luttamaguzi,Uganda
11689,Xavier Kyooma,Uganda
11693,Paul Adriga,Uganda
11696,Emmanuel Otiam Otala,Uganda
11698,Robinson Opong,Uganda
11699,Ian Rukunya,Uganda
11700,MIcheal Kawooya,Uganda
11701,Kevin Awino,Uganda
11702,Joyce Apiyo,Uganda
11703,Gertrude Candiru,Uganda
11704,Janet Mbabazi,Uganda
11705,Rita Musamali,Uganda
11707,Semakula Kiwanuka,Uganda
11708,William Unek,Uganda
11709,Alex Coutinho,Uganda
11710,James Kakooza,Uganda
11711,Olutalo/Amazina,Uganda
11713,David Lewis Rubongoya,Uganda
11714,Kizito Maria Kasule,Uganda
11715,Kaka Bagyenda,Uganda
11716,Joe Opio,Uganda
11718,Arthur Sserwanga,Uganda
11720,Asuman Lubowa,Uganda
11721,John Teira,Uganda
11724,Samuel Ssemakula,Uganda
11730,Josephine Kakooza,Uganda
11735,Chosen Becky,Uganda
11736,Jane Kabajungu Bainomugisha,Uganda
11737,Simeo Muwanga Nsubuga,Uganda
11738,Moses Kizige,Uganda
11741,Clare Mugumya,Uganda
11742,Jesca Achan,Uganda
11743,Joan Nampungu,Uganda
11744,Lilian Ajio,Uganda
11746,Olukalala lw'ebibiina by'obufuzi mu Uganda,Uganda
11748,Stella Oyella,Uganda
11750,Geoffrey Onegi Obel,Uganda
11752,Christopehr Henry Muwanga Barlow,Uganda
11754,Christopher Henry Muwanga Barlow,Uganda
11755,Muhayimina Namuwaya,Uganda
11756,Ruth Meeme,Uganda
11757,Herbert Kajumba,Uganda
11759,Sebastian Kyalwazi,Uganda
11760,Richard Musani,Uganda
11761,Olukalala lw'abayimbi bannayuganda,Uganda
11762,Muhoozi Kainerugaba,Uganda
11764,Lydia Mungherera,Uganda
11765,John Baptist Mukasa,Uganda
11768,Micheal Wawuyo Jr.,Uganda
11770,Edith Nakalema,Uganda
11771,Rebecca Mulira,Uganda
11775,Asaba Ruyonga,Uganda
11777,Grace Mary Mugasa,Uganda
11781,George K. Turyasingura,Uganda
11782,Luyimbazi Elias Nalukoola,Uganda
11783,Coopy Bly,Uganda
11787,Yonasani Rwakaikara,Uganda
11789,"Jean-Marc Mwema, omusajja omulala",Uganda
11792,Pius Coxwell Achanga,Uganda
11795,Otandeka Laki,Uganda
11804,John Massa Kasenene,Uganda
11805,Rose Atima Ayaka,Uganda
11811,Edward Muhima,Uganda
11817,Eunice Lubega Posnansky,Uganda
11818,Phoebe Awere Otaala,Uganda
11821,Joshua Sikhu Okonya,Uganda
11822,Zac Niringiye,Uganda
11823,Hamis Kiggundu,Uganda
11825,Racheal Ntono,Uganda
11826,Stephanie Nampiina,Uganda
11827,Carol Namugenyi,Uganda
11828,Mary Nalule,Uganda
11829,Prico Nakitende,Uganda
11830,Joseph Oyanga,Uganda
11831,Ahamed Siraj Kwikiriza,Uganda
11833,Nesta Rugumayo,Uganda
11834,Centenary Bank,Uganda
11836,Robert Katende,Uganda
11837,George Abege,Uganda
11839,Daniel Nkata,Uganda
11841,Sulaiman Segawa,Uganda
11842,Anas Kaliisa,Uganda
11843,Judith Heard,Uganda
11845,Tom Bright,Uganda
11850,William Serwadda,Uganda
11851,Silas Babaluku Balabyekkubo,Uganda
11853,Ruparelia Group,Uganda
11856,Abdullah Muhammad Mukwaya,Uganda
11857,Ramadhan Khamis nga ye muwandiisi w’ebitabo,Uganda
11859,John Ddumba Ssentamu,Uganda
11861,Kenneth Kiyemba,Uganda
11862,Eriya Kategaya,Uganda
11865,Mary Cholhok Nuba,Uganda
11867,Selina Katumba,Uganda
11869,Ssendi Mosh Afrikan,Uganda
11872,Akbar Baig,Uganda
11873,Nehal Bibodi,Uganda
11874,Lydia Mugambi,Uganda
11875,Arthur Kwizera,Uganda
11878,Juma Kisaame,Uganda
11880,Francis Kitaka,Uganda
11881,Pamela Enyonu,Uganda
11882,Pen-Mogi Nyeko,Uganda
11884,Omuyimbi Catherine Abbo,Uganda
11885,Badru Kiggundu,Uganda
11886,Arthur Gakwandi,Uganda
11888,Charles Hamya,Uganda
11892,Hannington Sengendo,Uganda
11893,Minisitule y'ensonga ez'ebweru mu Uganda,Uganda
11894,Lanyero Sarah Ochieng,Uganda
11895,Kintu Florence,Uganda
11896,Byarugaba Grace Isingoma,Uganda
11897,Auru Anne,Uganda
11898,Lukwago Rebecca Nalwanga,Uganda
11900,Robert Ikoja-Odongo,Uganda
11902,Ephraim Biraaro,Uganda
11904,Michael Kintu,Uganda
11905,Robert Mwesigwa,Uganda
11906,Mapenduzi Ojara,Uganda
11907,Felix Ogong,Uganda
11908,Moses Ogwal,Uganda
11909,Robert Migadde,Uganda
11910,Yusuf Mutembuli,Uganda
11911,John Mulimba,Uganda
11912,Solomon Silwany,Uganda
11914,John Nambeshe,Uganda
11915,Arthur Waako Mboizi,Uganda
11916,Yovan Adriko,Uganda
11917,Geoffrey Feta,Uganda
11918,Davis Kamukama,Uganda
11919,Charles Ayume,Uganda
11920,Apollo Ofwono,Uganda
11921,Dan Kimosho,Uganda
11922,Richard Sebamala,Uganda
11923,Michael Kabango,Uganda
11924,Fred Mwesigye,Uganda
11926,Mwine Mpaka Rwamirama,Uganda
11928,Jackson Kafuuzi,Uganda
11929,Peter Ogwang,Uganda
11930,Margaret Komuhangi,Uganda
11937,Lorna Magara,Uganda
11944,Peter Nazareth,Uganda
11955,Lamex Omara Apitta,Uganda
11959,Jagdish Singh Kapoor,Uganda
11961,Upkar Singh Kapoor,Uganda
11962,William Lobo,Uganda
11963,Rajinder Singh Sandhu,Uganda
11964,Kuldip Singh Bhogal,Uganda
11965,Abram Mutyagaba,Uganda
11966,Ajit Singh Bhogal,Uganda
11967,Malkit Singh Sondh,Uganda
11968,Amarjit Singh Sandhu,Uganda
11969,Polycarp Pereira,Uganda
11970,Isaac Chirwa,Uganda
11972,Charles Kabugo,Uganda
11973,Charles Ibingira,Uganda
11986,Emmanuel Karooro,Uganda
11988,Paul Waako,Uganda
11989,Tumusiime Rushedge,Uganda
11992,Jason Ntaro,Uganda
11996,Miraj Barot,Uganda
12001,Ernest Bazanye,Uganda
12003,James Nyakuni,Uganda
12005,"Robert Ikoja-Odongo, omusajja omulala",Uganda
12009,Elly Katunguka,Uganda
12011,Fred Bunjo,Uganda
12014,Michael Kawooya (omusawo),Uganda
12019,Tress Bucyanayandi,Uganda
12020,Abraham Byandaala,Uganda
12021,Galdino Moro Okello,Uganda
12024,Ritah Namayanja Kivumbi,Uganda
12025,Sarah Nambozo Wekomba,Uganda
12029,Ekwaro Obuku,Uganda
12030,Stephen Chebrot,Uganda
12032,James Mutende,Uganda
12036,George Stanley Nsamba,Uganda
12039,Martin Toroitich,Uganda
12040,John Maviiri,Uganda
12043,Ishmail Wainright,Uganda
12048,Fillbert Obenchan,Uganda
12049,Isaac Zebra Jr,Uganda
12050,Sammy Ssebadduka,Uganda
12051,Lawrence Coreta Muganga,Uganda
12058,John Patrick Kakande,Uganda
12059,Betty Okino,Uganda
12062,George Openjuru,Uganda
12065,Kashif Siddiqi,India; Uganda
12068,International University of East Africa,Uganda
12072,Olukalala lw'obuzito bw'abannayuganda,Uganda
12076,Allan Musoke,Uganda
12081,Sura Yekka,Uganda
12082,Divine Mukasa,Uganda
12085,George Mukasa,Uganda
12086,Godfrey Nyakana,Uganda
12088,Latibu Muwonge,Uganda
12089,Nyakasura School,Uganda
12090,Aaron Mushengyezi,Uganda
12091,Jimmy Lwanga,Uganda
12092,Tonny Stone Luggya,Uganda
12093,Denis Rukundo,Uganda
12094,Tom Dradriga,Uganda
12095,Obugumiikiriza Tumusiime Rubagumya,Uganda
12096,Tumusiime Rubagumya,Uganda
12097,Immaculate Chamutai,Uganda
12098,Philip Wokorach,Uganda
12100,St. Denis Ssebugwawo Secondary School,Uganda
12102,Alam Group,Uganda
12103,Derrick Orone,Uganda
12104,Ramz Kawooya,Uganda
12105,Musa Kibet,Uganda
12106,Rosemary Byanyima omusajja omulala,Uganda
12110,Rutamirika,Uganda
12112,Irene Ikomu,Uganda
12113,Stephen Kiggundu,Uganda
12114,Kokoro Janda,Uganda
12116,Robert Wakheya,Uganda
12117,Clive Okoth,Uganda
12118,Brenda Katwesigye,Uganda
12119,Richard Tuwangye,Uganda
12120,Stephen Isabaija,Uganda
12121,Mathias Magoola,Uganda
12123,Henry Musasizi,Uganda
12124,Camilla Barungi,Uganda
12125,Ibrahim Mukiibi,Uganda
12126,Sanga Moses,Uganda
12129,Els de Temmerman,Uganda
12131,Paul D'Arbela,Uganda
12133,John Senyonyi,Uganda
12135,Enyma,Uganda
12139,Robina Sentongo,Uganda
12140,Salaudin Khan,Uganda
12142,David Kato,Uganda
12146,A'Darius Pegues,Uganda
12147,Gabriel Ajedra Aridru,Uganda
12148,Julius Wandera Maganda,Uganda
12149,Gad Gasatura,Uganda
12150,Joseph Obonyo,Uganda
12152,Freedom and Unity Front,Uganda
12153,George William Kyeyune,Uganda
12154,Baltazar Kasirivu-Atwooki,Uganda
12155,David Karubanga,Uganda
12156,Isaac Mulindwa,Uganda
12158,John Walugembe,Uganda
12160,Uganda AIDS Commission,Uganda
12164,Kasha Nabagesera,Uganda
12169,Gerald Nangoli,Uganda
12172,Fred Bwino Kyakulaga,Uganda
12174,Alex Muhangi,Uganda
12181,Mayur Madhvani,Uganda
12196,Naomi Karungi,Uganda
12197,Paul Mwiru,Uganda
12198,Isaac Lumago,Uganda
12199,Bosmic Otim,Uganda
12204,Christopher Israel Umba Gore,Uganda
12206,Daniel Kiganda,Uganda
12208,Francis Takirwa,Uganda
12209,Zeddy Maruru,Uganda
12211,Yasmin Shariff,Uganda
12212,Dusman Sabuni,Uganda
12224,Sam Mbulaiteye,Uganda
12226,Moses Ebuk,Uganda
12227,Stella Nanteza,Uganda
12233,Esther Nabaasa,Uganda
12238,Opiyo Oloya,Uganda
12239,Charles Olweny,Uganda
12243,Peter Mugyenyi,Uganda
12245,Francis Omaswa,Uganda
12246,Roy Mugerwa,Uganda
12248,Jovan Kiryabwire,Uganda
12250,Noble Banadda,Uganda
12252,Magid Kagimu,Uganda
12253,Richard Kanyerezi,Uganda
12254,Mondo Kagonyera,Uganda
12255,Pamela Mbabazi,Uganda
12260,Fox Odoi-Oywelowo,Uganda
12263,Evelyn Nakabira Lagu,Uganda
12264,Liam Voice,Uganda
12268,Sam Tulya-Muhika,Uganda
12270,Yorokamu Tizihwayo,Uganda
12273,Virani Noordin,Uganda
12274,Arthur Ziraba,Uganda
12275,Upendra Patel,Uganda
12276,Joshua Tibatemwa,Uganda
12277,Judith Bakirya,Uganda
12279,Bhanu Patel,Uganda
12282,Ali Fadhul,Uganda
12283,Irfan Afridi,Uganda
12284,Aida Vee,Uganda
12285,Linos Ngompek,Uganda
12286,Jack Odur Lutanywa,Uganda
12287,John Bosco Ikojo,Uganda
12288,Jack Sabiiti,Uganda
12289,Eric Adriko,Uganda
12290,Toby Sibbick,Uganda
12295,Nasejje Jalia,Uganda
12296,Bwesigye bwa Mwesigire,Uganda
12297,Ivy Claire Amoko,Uganda
12298,Martha Kyosaba,Uganda
12302,Narendra M. Patel,Uganda
12303,Jesca Ruth Ataa,Uganda
12306,Bruno K,Uganda
12307,Ruth Mukama,Uganda
12313,Edgar Luberenga,Uganda
12316,Irene Eyaru,Uganda
12318,Doctor Achaye,Uganda
12319,Jerry Sesanga,Uganda
12321,Jimmy Akena Obote,Uganda
12323,Nuhu Mbogo Kyabasinga,Uganda
12326,Lucian Usher-Wilson,Uganda
12328,Herbert Bockhorn,Uganda
12330,Joram Muzira,Uganda
12331,Alex Ireeta,Uganda
12333,Omugave Ndugwa,Uganda
12334,Bannayuganda mu Buyindi,Uganda; India
12335,Johnson Omuhunde Rwashote Byabashaija,Uganda
12339,Robert Katera,Uganda
12342,David Cecil,Uganda
12343,Andrew Rugasira,Uganda
12344,June Kyakobye,Uganda
12345,Paul Mutambuze,Uganda
12346,Mary Musoke,Uganda
12347,Atuhaire Ambala,Uganda
12348,James R Tumusiime,Uganda
12350,Abel Kandiho,Uganda
12354,Jane Bakaluba,Uganda
12356,Whitney Peak,Uganda
12357,Ganda Lal,Uganda
12359,Tendo Mukalazi,Uganda
12360,Francis Mwebesa,Uganda
12361,Milly Mugeni,Uganda
12362,Charles Kagimu,Uganda
12363,Sam Magara,Uganda
12366,Aminah Zawedde,Uganda
12367,Amanda Ngabirano,Uganda
12371,Geoffrey Macho,Uganda
12372,Emmanuel lyamulemye,Uganda
12373,Charlie de Souza,Uganda
12376,Jennifer Alanyo,Uganda
12377,Festo Karwemera,Uganda
12379,Deborah Kasente,Uganda
12380,Sandra Kwikiriza,Uganda
12381,Lawrence Fernandes (omuzannyi wa cricket),Uganda
12383,Frederick Kayanja,Uganda
12384,Susan Basemera,Uganda
12388,Monica Chibita,Uganda
12389,"Shriti Vadera, Baroness Vadera",Uganda
12390,Kassiano Wadri,Uganda
12396,Mississippi Masala,Uganda
12398,Kyeru Phiona Bridget,Uganda
12399,Jacqueline Kyatuheire,Uganda
12400,Flavia Nassuna Matovu,Uganda
12402,Peter Waiswa,Uganda
12403,Margaret Rwebyambu,Uganda
12404,Robinson Obuya,Uganda
12405,Zohran Mamdani,Uganda
12408,The Last King of Scotland,Uganda
12410,Christine Akullo,Uganda
12411,Herbert Kanabi Nsubuga,Uganda
12416,Aboke abductions,Uganda
12419,Yusef Sozi,Uganda
12427,Livingstone Luboobi,Uganda
12439,Hope Nakazibwe Grania,Uganda
12440,Philippa Musoke,Uganda
12441,Kabuye Frank Kibirige,Uganda
12444,Avtar Singh Bhurji,Uganda
12445,Abraham Luzzi,Uganda
12457,Sarah Nakisanze,Uganda
12458,Timothy Wangusa,Uganda
12459,Umar Kakumba,Uganda
12461,Patrick Birungi,Uganda
12469,Victoria Mwaka,Uganda
12470,"Ponsiano Ocama, omuwandiisi w’ebitabo",Uganda
12471,Wilberforce Kisamba Mugerwa,Uganda
12475,Gorretti Byomire,Uganda
12504,Geofrey Kayemba,Uganda
12570,Kikomando,Uganda
12590,Ebinyege,Uganda
12623,Lydia Daphine Mirembe,Uganda
12624,Robina Hope Mukisa,Uganda
12625,Rose Kabagyenyi,Uganda
12626,Lillian Nakate,Uganda
12627,Rosemary Nauwat,Uganda
12629,Kwizera Eudia,Uganda
12630,Kwebiha Joyce,Uganda
12631,Ssinabulya Sylvia Namabidde,Uganda
12632,Gertrude Kulany,Uganda
12633,Acayo Christine Cwinya,Uganda
12634,Sylvia Bahireira Tumwekwase,Uganda
12637,Grace Namara,Uganda
12638,Josyline Kamateneti,Uganda
12639,Juliet Kakande Nakabuye,Uganda
12640,Margret Okunga Makoha,Uganda
12641,Faith Nakut,Uganda
12642,Betty Muzanira,Uganda
12643,Eugenia Nassolo,Uganda
12644,Rose Nalubowa,Uganda
12645,Justine Nameere,Uganda
12646,Patricia Magara,Uganda
12660,Jackson Orem,Uganda
12665,Gloria Seruwagi,Uganda
12667,Amon Ashaba Mwiine,Uganda
12668,Joseph Mugisha,Uganda
12671,Goretti Nassanga,Uganda
12682,Rolex,Uganda
12704,"Alamara Nhassé,",Uganda
12732,"Germaine Kouméalo Anaté, omuwandiisi w’ebitabo",Uganda
12733,Germaine Kouméalo Anaté,Uganda
12747,Olive Kigongo,Uganda
12748,Nataliey Bitature,Uganda
12750,Janet Wesonga,Uganda
12751,Aganza Kisaka,Uganda
12752,Sandra Aceng,Uganda
12755,Justine Nakagiri Ssemwanga,Uganda
12756,Theopista Sekitto Ntale,Uganda
12757,Harriet Nakwedde,Uganda
12760,Maureen Nankya,Uganda
12761,Zaina Namuleme,Uganda
12762,Shamim Mayanja,Uganda
12763,Barbara Allimadi,Uganda
12765,Lynnette Tumwine Kyokunda nga ye muyimbi,Uganda
12768,Ruth Sebatindira,Uganda
12771,Irene Sewankambo,Uganda
12772,Carol Alyek Beyanga,Uganda
12773,Jane Kasumba,Uganda
12775,Shoshana Nambi,Uganda
12776,Sheila Tusiime,Uganda
12777,"Doreck Ankunda, omusajja omulala",Uganda
12778,Doreck Ankunda,Uganda
12779,Beatrice Ayikoru,Uganda
12780,Nadine Byarugaba,Uganda
12782,Josephine Joyce Lalam,Uganda
12783,"Rehema Nanfuka, omusajja omulala",Uganda
12785,"Kemiyondo Coutinho, omusajja omulala",Uganda
12786,Madina Nalwanga,Uganda
12787,Rachael Zena Chebet,Uganda
12788,Christine Lanyero Awany,Uganda
12790,Juliet Zawedde,Uganda
12791,Omuyimbi Kyomuhendo,Uganda
12792,Juliana Kagwa,Uganda
12793,Sharifah Tumusiime,Uganda
12794,Manuela Pacutho,Uganda
12795,Jennifer Mwijukye,Uganda
12796,Doreen Chemutai,Uganda
12798,Patricia Chepkwemoi,Uganda
12799,Doreen Chesang,Uganda
12800,Mercy Kainobwisho,Uganda
12801,Sumaya Komuntale,Uganda
12802,Rose Nakasi,Uganda
12803,Prosperous Nankindu Kavuma,Uganda
12804,Husina Kobugabe,Uganda
12805,Jolly Twebaze Ngabirano,Uganda
12806,Brenda Chekwemoi,Uganda
12808,Felister Chekwemoi,Uganda
12809,Bentalin Yeko,Uganda
12813,Zahara Nandawula,Uganda
12815,Knight Aciru,Uganda
12816,Asha Noppeney,Uganda
12817,Zam Seera,Uganda
12820,Adha Munguleya,Uganda
12821,"Sasha Ferguson, omuwandiisi w’ebitabo",Uganda
12822,Malaika (omuzannyi wa firimu) .,Uganda
12824,Evelyn Namara,Uganda
12826,Suzan Mweheire Kitariko,Uganda
12827,Omuyimbi Sylvia Jagwe Owachi,Uganda
12829,Omuyimbi Shakila Rahim Lamar,Uganda
12830,Grace Muliisa,Uganda
12832,Margaret Baagala,Uganda
12833,Grace Kigeni,Uganda
12839,Gertrude Njuba,Uganda
12843,Josephine Pedun,Uganda
12844,Arinda Daisy Kankiriho,Uganda
12846,Sarah Wasagali Kanaabi,Uganda
12849,"Loice Chekwemoi, omuwandiisi w’ebitabo",Uganda
12850,Alan Kasujja,Uganda
12851,Danielita Favor Nambatya,Uganda
12852,James Nangwala,Uganda
12854,Richard Nduhura,Uganda
12859,Brenda Ekone,Uganda
12867,Allan Enyou,Uganda
12868,Fred Ruhindi,Uganda
12869,Arthur Kisenyi,Uganda
12871,Samuel Iga Zinunula,Uganda
12872,Pamela Annet Kirungi,Uganda
12873,Jeniva Arinaitwe,Uganda
12874,Esther Majambere Musoke,Uganda
12875,Sylvia Tumuheirwe Alinaitwe,Uganda
12876,Esther Lucy Acom,Uganda
12879,Omuzirakisa Cherop,Uganda
